manufacturer,substation_id,source_file,window_start,window_end,main_missing_sensors,main_changed_sensors,season_bucket,label,fault_label,fault_event_id,estimated_lead_time_hours,normal_event_related,maintenance_related,disturbance_count,leakage_blocked_fault_count,window_source_type,use_for_supervised_training,configuration_type,normal_reference_group,s_hc1_control_unit_mode__dominant,s_dhw_control_unit_mode__dominant,s_hc1_heating_pump_status_setpoint__dominant,s_dhw_3-way_valve_status__dominant,s_hc1.2_heating_pump_status__dominant,s_hc1.3_heating_pump_status__dominant,s_hc1.1_control_unit_mode__dominant,s_hc1.2_control_unit_mode__dominant,s_hc1.2_dhw_control unit_mode__dominant,s_hc1.1_heating_pump_status__dominant,s_hc1.3_control_unit_mode__dominant,split_time_based,split_substation_based,split_regime_based,normal_reference_outlier,normal_reference_outlier_count,normal_reference_filter_reason,dow_cos,dow_sin,doy_cos,doy_sin,hour_cos,hour_sin,configuration_type__is__missing,configuration_type__is__sh,configuration_type__is__sh_dhw,configuration_type__is__sh_dhw_with_sub_circuits,configuration_type__is__sh_with_buffer_tank,configuration_type__is__sh_with_sub_circuits,manufacturer__is__manufacturer_1,manufacturer__is__manufacturer_2,s_dhw_3-way_valve_status__dominant__is__aus,s_dhw_3-way_valve_status__dominant__is__ein,s_dhw_3-way_valve_status__dominant__is__missing,s_dhw_control_unit_mode__dominant__is__missing,s_dhw_control_unit_mode__dominant__is__standby,s_dhw_control_unit_mode__dominant__is__tag,s_hc1.1_control_unit_mode__dominant__is__missing,s_hc1.1_control_unit_mode__dominant__is__nacht,s_hc1.1_control_unit_mode__dominant__is__tag,s_hc1.1_heating_pump_status__dominant__is__ein,s_hc1.1_heating_pump_status__dominant__is__missing,s_hc1.2_control_unit_mode__dominant__is__missing,s_hc1.2_control_unit_mode__dominant__is__nacht,s_hc1.2_control_unit_mode__dominant__is__standby,s_hc1.2_control_unit_mode__dominant__is__tag,s_hc1.2_dhw_control unit_mode__dominant__is__missing,s_hc1.2_dhw_control unit_mode__dominant__is__standby,s_hc1.2_heating_pump_status__dominant__is__aus,s_hc1.2_heating_pump_status__dominant__is__ein,s_hc1.2_heating_pump_status__dominant__is__missing,s_hc1.3_control_unit_mode__dominant__is__missing,s_hc1.3_control_unit_mode__dominant__is__tag,s_hc1.3_heating_pump_status__dominant__is__aus,s_hc1.3_heating_pump_status__dominant__is__ein,s_hc1.3_heating_pump_status__dominant__is__missing,s_hc1_control_unit_mode__dominant__is__missing,s_hc1_control_unit_mode__dominant__is__nacht,s_hc1_control_unit_mode__dominant__is__standby,s_hc1_control_unit_mode__dominant__is__tag,s_hc1_heating_pump_status_setpoint__dominant__is__aus,s_hc1_heating_pump_status_setpoint__dominant__is__ein,s_hc1_heating_pump_status_setpoint__dominant__is__missing,season_bucket__is__autumn,season_bucket__is__spring,season_bucket__is__summer,season_bucket__is__winter,days_since_last_any_event,days_since_last_task_event,extreme_change_count,has_buffer_tank,has_dhw,max_timestamp_gap_minutes,missing_count,missing_rate,network_temperature_gap__last,network_temperature_gap__max_abs,network_temperature_gap__mean,outdoor_temperature__delta,outdoor_temperature__first,outdoor_temperature__last,outdoor_temperature__max,outdoor_temperature__mean,outdoor_temperature__min,outdoor_temperature__std,p_hc1_return_temperature__delta,p_hc1_return_temperature__first,p_hc1_return_temperature__last,p_hc1_return_temperature__max,p_hc1_return_temperature__mean,p_hc1_return_temperature__min,p_hc1_return_temperature__std,p_net_meter_energy__delta,p_net_meter_energy__first,p_net_meter_energy__last,p_net_meter_energy__max,p_net_meter_energy__mean,p_net_meter_energy__min,p_net_meter_energy__missing_count,p_net_meter_energy__missing_rate,p_net_meter_energy__std,p_net_meter_flow__delta,p_net_meter_flow__first,p_net_meter_flow__last,p_net_meter_flow__max,p_net_meter_flow__mean,p_net_meter_flow__min,p_net_meter_flow__missing_count,p_net_meter_flow__missing_rate,p_net_meter_flow__std,p_net_meter_heat_power__delta,p_net_meter_heat_power__first,p_net_meter_heat_power__last,p_net_meter_heat_power__max,p_net_meter_heat_power__mean,p_net_meter_heat_power__min,p_net_meter_heat_power__missing_count,p_net_meter_heat_power__missing_rate,p_net_meter_heat_power__std,p_net_meter_volume__delta,p_net_meter_volume__first,p_net_meter_volume__last,p_net_meter_volume__max,p_net_meter_volume__mean,p_net_meter_volume__min,p_net_meter_volume__missing_count,p_net_meter_volume__missing_rate,p_net_meter_volume__std,p_net_return_temperature__delta,p_net_return_temperature__first,p_net_return_temperature__last,p_net_return_temperature__max,p_net_return_temperature__mean,p_net_return_temperature__min,p_net_return_temperature__missing_count,p_net_return_temperature__missing_rate,p_net_return_temperature__std,p_net_supply_temperature__delta,p_net_supply_temperature__first,p_net_supply_temperature__last,p_net_supply_temperature__max,p_net_supply_temperature__mean,p_net_supply_temperature__min,p_net_supply_temperature__missing_count,p_net_supply_temperature__missing_rate,p_net_supply_temperature__std,row_count,s_hc1_supply_temperature__delta,s_hc1_supply_temperature__first,s_hc1_supply_temperature__last,s_hc1_supply_temperature__max,s_hc1_supply_temperature__mean,s_hc1_supply_temperature__min,s_hc1_supply_temperature__std,s_hc1_supply_temperature_setpoint__missing_count,s_hc1_supply_temperature_setpoint__missing_rate,timestamp_gap_count,hc1_supply_temperature_gap__last,hc1_supply_temperature_gap__max_abs,hc1_supply_temperature_gap__mean,s_hc1_supply_temperature_setpoint__delta,s_hc1_supply_temperature_setpoint__first,s_hc1_supply_temperature_setpoint__last,s_hc1_supply_temperature_setpoint__max,s_hc1_supply_temperature_setpoint__mean,s_hc1_supply_temperature_setpoint__min,s_hc1_supply_temperature_setpoint__std,s_dhw_lower_storage_temperature__delta,s_dhw_lower_storage_temperature__first,s_dhw_lower_storage_temperature__last,s_dhw_lower_storage_temperature__max,s_dhw_lower_storage_temperature__mean,s_dhw_lower_storage_temperature__min,s_dhw_lower_storage_temperature__missing_count,s_dhw_lower_storage_temperature__missing_rate,s_dhw_lower_storage_temperature__std,s_dhw_upper_storage_temperature__delta,s_dhw_upper_storage_temperature__first,s_dhw_upper_storage_temperature__last,s_dhw_upper_storage_temperature__max,s_dhw_upper_storage_temperature__mean,s_dhw_upper_storage_temperature__min,s_dhw_upper_storage_temperature__missing_count,s_dhw_upper_storage_temperature__missing_rate,s_dhw_upper_storage_temperature__std,s_dhw_supply_temperature__delta,s_dhw_supply_temperature__first,s_dhw_supply_temperature__last,s_dhw_supply_temperature__max,s_dhw_supply_temperature__mean,s_dhw_supply_temperature__min,s_dhw_supply_temperature__missing_count,s_dhw_supply_temperature__missing_rate,s_dhw_supply_temperature__std,dhw_supply_temperature_gap__last,dhw_supply_temperature_gap__max_abs,dhw_supply_temperature_gap__mean,s_dhw_supply_temperature_setpoint__delta,s_dhw_supply_temperature_setpoint__first,s_dhw_supply_temperature_setpoint__last,s_dhw_supply_temperature_setpoint__max,s_dhw_supply_temperature_setpoint__mean,s_dhw_supply_temperature_setpoint__min,s_dhw_supply_temperature_setpoint__missing_count,s_dhw_supply_temperature_setpoint__missing_rate,s_dhw_supply_temperature_setpoint__std,day_of_week,day_of_year,hour_of_day,is_heating_season,is_weekend,month
manufacturer 1,10,substation_10.csv,2014-05-04 06:00:00,2014-05-04 12:00:00,,p_net_meter_energy|outdoor_temperature|p_net_meter_flow|s_dhw_supply_temperature|s_dhw_lower_storage_temperature,spring,pre_fault,Motorised control valve (primary side): Actuator defective,1,2.73333333333,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,train,train,train,False,0,,0.623489801859,-0.781831482468,-0.529433891218,0.848351197812,-0.707106781187,0.707106781187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.25,0.25,0,False,True,10,0,0,50,50,49.8333333333,4.15,5.9,10.05,10.9,8.23333333333,5.9,1.84893791907,-0.9,36,35.1,36,35.1652777778,34.3,0.388737782434,80.8333333334,651972,652052.833333,652052.833333,652012.763889,651972,0,0,24.4741319547,2.66666666667,239,241.666666667,243,240.375,239,0,0,1.26640034794,0,13,13,14,13.1666666667,13,0,0,0.295468420143,1.41,14934.6,14936.01,14936.01,14935.3056944,14934.6,0,0,0.425700053691,-1,38,37,38,37.5972222222,37,0,0,0.468660705781,-1,88,87,88,87.4305555556,87,0,0,0.41091265051,36,-0.95,41.3,40.35,41.3,40.5263888889,39.7,0.368294546546,0,0,0,0.35,1.3,0.526388888889,0,40,40,40,40,40,0,-2.05,17,14.95,18.1,17.1180555556,14.8,0,0,0.856166937809,-1.75,17,15.25,18.2,17.3097222222,15.25,0,0,0.724649614291,-2.3,17.3,15,18.3,17.2194444444,14.6,0,0,0.930689282028,-47,47.4,-44.7805555556,0,62,62,62,62,62,0,0,0,6,124,9,False,True,5
manufacturer 1,18,substation_18.csv,2019-05-03 12:00:00,2019-05-03 18:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_dhw_upper_storage_temperature|s_dhw_supply_temperature,spring,pre_fault,Control unit: Incorrect parameterisation,49,13.3166666667,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,validation,train,train,False,0,,-0.900968867902,-0.433883739118,-0.51479280151,0.857314628076,-0.707106781187,-0.707106781187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,9.02377314815,9.02377314815,12,False,True,40,0,0,39,51,44.0606060606,-0.2,10.19,9.99,10.45,10.1457272727,9.92,0.157127391137,10.61,44.87,55.48,56.25,51.686969697,44.63,4.01426867939,685,2008857,2009542,2009542,2009193.3,2008857,0,0,218.798775991,1970,1080,3050,3180,2198.57575758,1080,0,0,513.813319109,74.7,63.3,138,146.8,109.223939394,51.4,0,0,22.8045473726,13.9,52257.3,52271.2,52271.2,52263.8324242,52257.3,0,0,4.43383724209,12,45,57,58,52.4848484848,45,0,0,4.18420551092,0,96,96,98,96.5454545455,94,0,0,1.34839972493,33,12.6,49.9,62.5,62.5,57.8773333333,49.9,3.66614677375,0,0,1,0.14,1.54,0.0242424242424,12.09,50.27,62.36,62.36,57.8530909091,50.27,3.75437331957,-0.96,12.3,11.34,12.3,11.7180909091,11.33,0,0,0.346531867549,-45.17,56.87,11.7,56.87,27.6183636364,11.7,0,0,18.3040414831,-36.11,54.95,18.84,54.95,38.4251515152,18.84,0,0,10.8800132471,8.84,44.95,28.4251515152,0,10,10,10,10,10,0,0,0,4,123,15,False,False,5
manufacturer 1,18,substation_18.csv,2019-05-03 18:00:00,2019-05-04 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,spring,pre_fault,Control unit: Incorrect parameterisation,49,7.31666666667,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,validation,train,train,False,0,,-0.900968867902,-0.433883739118,-0.51479280151,0.857314628076,0.707106781187,-0.707106781187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,9.27377314815,9.27377314815,9,False,True,10,0,0,41,50,45.9444444444,-0.96,9.93,8.97,9.93,9.37388888889,8.97,0.319761319717,-7.87,55.5,47.63,55.5,47.6913888889,43.82,3.43380434818,366,2009542,2009908,2009908,2009759.72222,2009542,0,0,106.693047333,-2510,3050,540,3050,1157.77777778,470,0,0,518.856496049,-112.1,138,25.9,138,60.7777777778,23.1,0,0,24.2481941727,6.9,52271.2,52278.1,52278.1,52275.35,52271.2,0,0,1.97056917086,-9,57,48,57,48.3888888889,44,0,0,3.77418129459,-7,96,89,98,94.3333333333,89,0,0,3.01425186169,36,-11.96,61.84,49.88,61.84,52.2638888889,49.3,3.48733076622,0,0,0,-0.21,1.09,-0.0386111111111,-11.43,61.52,50.09,61.52,52.3025,50,3.45459311228,0.63,11.39,12.02,12.02,11.6163888889,11.38,0,0,0.158513681749,4.57,11.67,16.24,16.3,15.4183333333,11.67,0,0,1.35002116386,-2.24,18.38,16.14,18.38,16.3663888889,15.8,0,0,0.672492815799,6.14,8.38,6.36638888889,0,10,10,10,10,10,0,0,0,4,123,21,False,False,5
manufacturer 1,18,substation_18.csv,2019-05-04 00:00:00,2019-05-04 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|p_net_supply_temperature,spring,pre_fault,Control unit: Incorrect parameterisation,49,1.31666666667,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|spring,,,,,,,,,,,,validation,train,train,False,0,,-0.222520933956,-0.974927912182,-0.529433891218,0.848351197812,0.707106781187,0.707106781187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,9.52377314815,9.52377314815,21,False,True,10,0,0,49,50,45.5277777778,-0.3,8.96,8.66,8.98,7.7625,6.76,0.800429795262,-2.9,47.3,44.4,47.68,45.4555555556,41.36,1.49909581214,398,2009915,2010313,2010313,2010084.11111,2009915,0,0,131.796331572,730,660,1390,3170,1285.83333333,660,0,0,544.239311858,46.5,31.4,77.9,180.4,68.6583333333,31.4,0,0,32.3265691255,7.39999999999,52278.3,52285.7,52285.7,52281.5444444,52278.3,0,0,2.44685739493,-2,47,45,48,45.9166666667,43,0,0,1.20415945788,5,89,94,95,91.4444444444,88,0,0,2.95145914949,36,0.3,49.73,50.03,51.03,50.1636111111,49.37,0.354668076438,0,0,0,0.03,1.03,0.0902777777778,0,50,50,50.23,50.0733333333,50,0.0713141941391,0.29,11.99,12.28,12.68,12.3602777778,11.99,0,0,0.280198767318,0.32,16.15,16.47,16.79,16.5775,16.15,0,0,0.192641413735,0.28,16.13,16.41,16.58,16.3947222222,16.08,0,0,0.172336649135,6.41,6.58,6.39472222222,0,10,10,10,10,10,0,0,0,5,124,3,False,True,5
manufacturer 1,21,substation_21.csv,2016-12-11 18:00:00,2016-12-12 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,winter,pre_fault,Control unit: Incorrect parameterisation,52,15.9166666667,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,holdout,train,False,0,,0.623489801859,-0.781831482468,0.941634397659,-0.336637284247,0.707106781187,-0.707106781187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5.2,5.2,3,False,True,10,0,0,48.2016666667,48.2016666667,43.134375,-1.25,6.1,4.85,6.2,5.55,4.8,0.43887207208,-7.3,52.2,44.9,53.1,50.0979166667,44.6,2.02835761183,473.333333333,679710,680183.333333,680183.333333,679963.541667,679710,0,0,144.891524058,-660,2472,1812,2568,2266.5,1752,0,0,336.777180886,-17.6666666667,118,100.333333333,129,111.791666667,82,0,0,16.0913943154,9.21666666667,13308,13317.2166667,13317.2166667,13312.9395833,13308,0,0,2.88740314475,-4.29333333333,52.34,48.0466666667,53.48,51.3945833333,48.0466666667,0,0,1.20729658172,2.30833333333,93.94,96.2483333333,96.2483333333,94.5289583333,93.94,0,0,0.623237381691,24,-8.2,67,58.8,68.2,65.3333333333,57.7,3.54697258134,0,0,0,0.1,1.6,0.0229166666667,-8.3,67,58.7,67.7,65.3104166667,57.2,3.45284945864,0.1,10.3,10.4,60.3,16.5583333333,10.3,0,0,14.9073564176,5.1,55.4,60.5,61,60.4083333333,55.4,0,0,1.12246493764,0.6,60.3,60.9,61.6,60.5104166667,59.7,0,0,0.457065109687,0.9,1.6,0.447916666667,0,60,60,61,60.0625,60,0,0,0.224213601573,6,346,21,True,True,12
manufacturer 1,21,substation_21.csv,2016-12-12 00:00:00,2016-12-12 06:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|p_net_meter_volume|s_hc1_supply_temperature_setpoint,winter,pre_fault,Control unit: Incorrect parameterisation,52,9.91666666667,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,holdout,train,False,0,,1,0,0.947274472299,-0.320423273392,0.707106781187,0.707106781187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5.45,5.45,26,False,True,10,0,0,45.6266666667,50.73,48.2063888889,-0.45,4.9,4.45,4.9,4.24305555556,3.9,0.283889510141,5.85,45.2,51.05,51.05,46.9791666667,44.4,1.82840191737,621.666666667,680200,680821.666667,680821.666667,680502.777778,680200,0,0,187.283419888,496,1824,2320,3960,2199.66666667,1680,0,0,650.397241252,19.8333333333,104,123.833333333,218,123.236111111,98,0,0,34.1140564754,11.0666666667,13317.5,13328.5666667,13328.5666667,13322.8916667,13317.5,0,0,3.30152321748,5.35,46.96,52.31,55.31,49.2081944444,46.96,0,0,2.78092677184,1.36666666667,96.57,97.9366666667,97.9366666667,97.4145833333,96.57,0,0,0.394963404976,36,8.7,59,67.7,68.1,62.9041666667,59,3.22801077623,0,0,0,-0.45,0.9,-0.0194444444444,9.05,59.1,68.15,68.15,62.9236111111,59.1,3.22316362138,0.7,10.4,11.1,11.1,10.6805555556,10.4,0,0,0.235820082078,-0.65,60.6,59.95,61,60.1416666667,59.1,0,0,0.615803772085,-1.2,60.8,59.6,61.1,60.1583333333,58.8,0,0,0.622150647811,-0.4,1.2,0.158333333333,0,60,60,60,60,60,0,0,0,0,347,3,True,False,12
manufacturer 1,21,substation_21.csv,2016-12-12 06:00:00,2016-12-12 12:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|p_net_meter_heat_power|p_net_meter_volume,winter,pre_fault,Control unit: Incorrect parameterisation,52,3.91666666667,False,False,0,0,pre_fault_context,False,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,train,holdout,train,False,0,,1,0,0.947274472299,-0.320423273392,-0.707106781187,0.707106781187,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,5.7,5.7,12,False,True,10,0,0,47.4683333333,64.92,50.8873611111,0.35,4.4,4.75,4.75,4.36388888889,4.1,0.179129287352,-0.75,51.2,50.45,51.2,49.1513888889,46.9,1.2086879611,768.333333333,680840,681608.333333,681608.333333,681214.861111,680840,0,0,235.051286197,244,1992,2236,2784,2232.66666667,1992,0,0,211.72812756,16.8333333333,105,121.833333333,209,132.277777778,105,0,0,28.1495721584,13.3333333333,13328.9,13342.2333333,13342.2333333,13335.4513889,13328.9,0,0,4.07964629458,-0.785,51.71,50.925,51.71,47.4740277778,33.24,0,0,5.25642266811,0.413333333333,97.98,98.3933333333,98.68,98.3613888889,97.98,0,0,0.187585536045,36,-2.55,67.4,64.85,67.4,65.6986111111,64.5,0.710983836576,0,0,0,0.25,0.9,-0.154166666667,-3.7,68.3,64.6,68.3,65.8527777778,64.6,0.699892281961,48.45,11.1,59.55,59.9,24.3166666667,10.3,0,0,20.9709799485,1,59.7,60.7,61.2,59.4222222222,56.1,0,0,1.01562397741,1.1,59,60.1,65,60.1027777778,58.8,0,0,1.12750954665,0.1,4,0.0194444444444,0,60,60,61,60.0833333333,60,0,0,0.253546276419,0,347,9,True,False,12
manufacturer 1,24,substation_24.csv,2016-04-05 12:00:00,2016-04-05 18:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_supply_temperature|s_hc1_supply_temperature_setpoint|s_hc1_supply_temperature,spring,pre_fault,"Safety relief valve: Water loss, does not close properly",40,37.7833333333,False,False,0,0,pre_fault_context,False,SH + DHW with sub-circuits,manufacturer 1|SH + DHW with sub-circuits|spring,,,,,,,,,,,,train,validation,train,False,0,,0.623489801859,0.781831482468,-0.0771754621266,0.997017526449,-0.707106781187,-0.707106781187,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.0548611111111,0.0548611111111,13,False,True,10,0,0,10.6666666667,43,33.6527777778,0.25,22.1,22.35,22.7,21.9694444444,20.8,0.548670832594,-10.05,39.5,29.45,41.7,36.1083333333,29.45,3.54832958688,48,116720,116768,116768,116751.666667,116720,0,0,15.7016327126,-266.5,269,2.5,379,235.291666667,2.5,0,0,123.654712392,-12,12,0,18,10.5,0,0,0,5.6883339263,1.06,2674.5,2675.56,2675.56,2675.20194444,2674.5,0,0,0.349006640224,-12.3333333333,40,27.6666666667,42,35.9305555556,27.6666666667,0,0,4.03523666228,-40.6666666667,79,38.3333333333,80,69.5833333333,38.3333333333,0,0,14.5812175336,36,-18.15,50.5,32.35,59.8,48.3444444444,32.35,9.10567152758,0,0,0,22.35,31.9,8.97083333333,-40,50,10,56.4,39.3736111111,10,19.2407027126,0.055,42.2,38.55,56.1,32.1631944444,16.2,0,0,9.60658946163,-0.005,58.9,58.875,60.9,58.1611111111,55.15,0,0,1.35277740061,-0.02,60.9,60.9,62.1,60.5666666667,57.9,0,0,1.17029622488,0.55,3.505,0.3375,0,60,60,60,60,60,0,0,0,1,96,15,False,False,4
manufacturer 1,24,substation_24.csv,2016-04-05 18:00:00,2016-04-06 00:00:00,,p_net_meter_flow|p_net_meter_energy|s_hc1_supply_temperature_setpoint|p_net_supply_temperature|s_hc1_supply_temperature,spring,pre_fault,"Safety relief valve: Water loss, does not close properly",40,31.7833333333,False,False,0,0,pre_fault_context,False,SH + DHW with sub-circuits,manufacturer 1|SH + DHW with sub-circuits|spring,,,,,,,,,,,,train,validation,train,False,0,,0.623489801859,0.781831482468,-0.0771754621266,0.997017526449,0.707106781187,-0.707106781187,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.304861111111,0.304861111111,12,False,True,10,0,0,39.3333333333,46,39.5138888889,-11.45,22.3,10.85,22.3,16.0763888889,10.85,3.81767479927,10.6,29,39.6,43.8,36.2138888889,27.6,3.56462001804,74.5,116768,116842.5,116842.5,116803.680556,116768,0,0,22.8329814015,363.166666667,2,365.166666667,572,298.291666667,2,0,0,106.179664862,15.8333333333,0,15.8333333333,30,14.4444444444,0,0,0,5.57175416224,1.665,2675.56,2677.225,2677.225,2676.40777778,2675.56,0,0,0.482573622971,12.6666666667,27,39.6666666667,39.6666666667,35.0694444444,27,0,0,3.99053940739,42,37,79,80,74.5833333333,37,0,0,10.8872650231,36,28.65,31.8,60.45,62.8,53.475,30.4,8.76160047349,0,0,0,-1.35,21.8,3.13055555556,51.8,10,61.8,61.8,50.3444444444,10,14.8386405701,0.055,42.2,38.55,56.1,32.1631944444,16.2,0,0,9.60658946163,-0.005,58.9,58.875,60.9,58.1611111111,55.15,0,0,1.35277740061,-0.02,60.9,60.9,62.1,60.5666666667,57.9,0,0,1.17029622488,0.55,3.505,0.3375,0,60,60,60,60,60,0,0,0,1,96,21,False,False,4
manufacturer 1,24,substation_24.csv,2016-04-06 00:00:00,2016-04-06 06:00:00,,p_net_meter_energy|p_net_meter_flow|s_hc1_supply_temperature|p_net_return_temperature|s_hc1_supply_temperature_setpoint,spring,pre_fault,"Safety relief valve: Water loss, does not close properly",40,25.7833333333,False,False,0,0,pre_fault_context,False,SH + DHW with sub-circuits,manufacturer 1|SH + DHW with sub-circuits|spring,,,,,,,,,,,,train,validation,train,False,0,,-0.222520933956,0.974927912182,-0.0942792217754,0.995545794196,0.707106781187,0.707106781187,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.554861111111,0.554861111111,0,False,True,10,0,0,34.3333333333,41,37.3888888889,-3.25,10.7,7.45,10.7,8.725,7.45,0.98005101908,3.25,40.2,43.45,44.6,42.1763888889,40.1,1.38926939232,82.6666666667,116845,116927.666667,116927.666667,116886.402778,116845,0,0,25.0109301503,-22.3333333333,371,348.666666667,402,343.625,289,0,0,32.4494081194,-2.5,16,13.5,18,14.3611111111,11,0,0,2.16593394204,1.915,2677.28,2679.195,2679.195,2678.22513889,2677.28,0,0,0.581524866738,6.16666666667,40,46.1666666667,47,42.9166666667,40,0,0,2.28365482617,1.5,79,80.5,81,80.3055555556,78,0,0,0.91417410033,36,6.55,61.8,68.35,68.35,63.5819444444,57.6,3.01771324913,0,0,0,2,4.8,-0.765277777778,3.95,62.4,66.35,66.35,64.3472222222,62,1.46633383669,0.055,42.2,38.55,56.1,32.1631944444,16.2,0,0,9.60658946163,-0.005,58.9,58.875,60.9,58.1611111111,55.15,0,0,1.35277740061,-0.02,60.9,60.9,62.1,60.5666666667,57.9,0,0,1.17029622488,0.55,3.505,0.3375,0,60,60,60,60,60,0,0,0,2,97,3,False,False,4
manufacturer 1,24,substation_24.csv,2016-04-06 06:00:00,2016-04-06 12:00:00,,p_net_meter_flow|p_net_meter_energy|s_hc1_supply_temperature_setpoint|p_net_supply_temperature|s_hc1_supply_temperature,spring,pre_fault,"Safety relief valve: Water loss, does not close properly",40,19.7833333333,False,False,0,0,pre_fault_context,False,SH + DHW with sub-circuits,manufacturer 1|SH + DHW with sub-circuits|spring,,,,,,,,,,,,train,validation,train,False,0,,-0.222520933956,0.974927912182,-0.0942792217754,0.995545794196,-0.707106781187,0.707106781187,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.804861111111,0.804861111111,13,False,True,10,0,0,16.5,39,35.4027777778,17.7,7.4,25.1,25.1,14.4652777778,7.4,6.18166435569,-11.3,44.8,33.5,48.1,41.2611111111,33.5,3.72654783012,86.3333333333,116930,117016.333333,117016.333333,116981.041667,116930,0,0,28.4099070301,-297,356,59,476,313.236111111,59,0,0,105.86920933,-11.8333333333,14,2.16666666667,20,12.8611111111,2.16666666667,0,0,4.16609519891,2.01666666667,2679.25,2681.26666667,2681.26666667,2680.47263889,2679.25,0,0,0.665973374629,-11.8333333333,46,34.1666666667,46,42.4305555556,34.1666666667,0,0,3.23678632509,-30.3333333333,81,50.6666666667,83,77.8333333333,50.6666666667,0,0,7.25914857922,36,-30,68.9,38.9,68.9,55.9013888889,38.9,8.76273347854,0,0,0,28.9,35.2,4.44722222222,-56.4,66.4,10,66.5,51.4541666667,10,18.1873675744,0.055,42.2,38.55,56.1,32.1631944444,16.2,0,0,9.60658946163,-0.005,58.9,58.875,60.9,58.1611111111,55.15,0,0,1.35277740061,-0.02,60.9,60.9,62.1,60.5666666667,57.9,0,0,1.17029622488,0.55,3.505,0.3375,0,60,60,60,60,60,0,0,0,2,97,9,False,False,4
