manufacturer,substation_id,source_file,window_start,window_end,main_missing_sensors,main_changed_sensors,season_bucket,label,fault_label,fault_event_id,estimated_lead_time_hours,normal_event_related,maintenance_related,disturbance_count,leakage_blocked_fault_count,window_source_type,use_for_supervised_training,configuration_type,normal_reference_group,s_hc1_control_unit_mode__dominant,s_dhw_control_unit_mode__dominant,s_hc1_heating_pump_status_setpoint__dominant,s_dhw_3-way_valve_status__dominant,s_hc1.2_heating_pump_status__dominant,s_hc1.3_heating_pump_status__dominant,s_hc1.1_control_unit_mode__dominant,s_hc1.2_control_unit_mode__dominant,s_hc1.2_dhw_control unit_mode__dominant,s_hc1.1_heating_pump_status__dominant,s_hc1.3_control_unit_mode__dominant,split_time_based,split_substation_based,split_regime_based,normal_reference_outlier,normal_reference_outlier_count,normal_reference_filter_reason,iforest_anomaly_score,mahalanobis_score,iforest_threshold,mahalanobis_threshold,iforest_score_ratio,mahalanobis_score_ratio,iforest_anomaly_label,mahalanobis_anomaly_label,anomaly_consensus_count,anomaly_ensemble_score,anomaly_score,anomaly_label,strong_anomaly_label,anomaly_criticality,anomaly_event_label
manufacturer 1,1,substation_1.csv,2019-12-01 00:00:00,2019-12-01 06:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_supply_temperature|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,train,False,0,,0.4186242352796675,157.2991736055305,0.5357784270858823,349.74458401674525,0.7813383557762478,0.44975442306777585,0,0,0,0.6055988714407576,0.6055988714407576,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-01 06:00:00,2019-12-01 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_hc1_supply_temperature_setpoint|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,train,False,0,,0.43095547724746924,157.13409562014533,0.5357784270858823,349.74458401674525,0.8043539184499294,0.4492824272373064,0,0,0,0.6161660281072392,0.6161660281072392,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-01 18:00:00,2019-12-02 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,train,False,0,,0.4251750167606103,129.1486438928011,0.5357784270858823,349.74458401674525,0.7935650173023057,0.3692656006550702,0,0,0,0.5686863264792709,0.5686863264792709,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-02 12:00:00,2019-12-02 18:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_dhw_lower_storage_temperature|p_net_return_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4400168975945563,218.79129251517622,0.5357784270858823,349.74458401674525,0.8212665448062619,0.6255744978303962,0,0,0,0.717549759909053,0.717549759909053,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-02 18:00:00,2019-12-03 00:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|p_net_return_temperature|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4253617122859382,116.4269995940469,0.5357784270858823,349.74458401674525,0.7939134738953479,0.3328915011546614,0,0,0,0.5495718283427841,0.5495718283427841,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-03 00:00:00,2019-12-03 06:00:00,,p_net_meter_flow|p_net_meter_energy|s_dhw_lower_storage_temperature|p_net_meter_heat_power|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4114111317560137,93.24135475996187,0.5357784270858823,349.74458401674525,0.7678755077797613,0.26659842359559627,0,0,0,0.5021986531621538,0.5021986531621538,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-03 06:00:00,2019-12-03 12:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_upper_storage_temperature|s_hc1_supply_temperature_setpoint|s_dhw_lower_storage_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4126236990246888,97.87402391829596,0.5357784270858823,349.74458401674525,0.7701386957085294,0.27984428749183976,0,0,0,0.5102826593536839,0.5102826593536839,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-03 12:00:00,2019-12-03 18:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_upper_storage_temperature|p_net_meter_heat_power|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4055869881104225,83.0542724431869,0.5357784270858823,349.74458401674525,0.7570050744977255,0.23747121825111775,0,0,0,0.4816521306870234,0.4816521306870234,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-04 00:00:00,2019-12-04 06:00:00,,p_net_meter_flow|p_net_meter_energy|s_dhw_lower_storage_temperature|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.40966819307530095,99.01057137171505,0.5357784270858823,349.74458401674525,0.7646224117374427,0.28309393739453753,0,0,0,0.5094123203357029,0.5094123203357029,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-04 06:00:00,2019-12-04 12:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|s_dhw_upper_storage_temperature|s_dhw_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4133889039435219,160.58316019367135,0.5357784270858823,349.74458401674525,0.7715669072231196,0.45914409409691637,0,0,0,0.6059828162662318,0.6059828162662318,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-04 12:00:00,2019-12-04 18:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|p_net_meter_heat_power|s_dhw_upper_storage_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.40971075003928964,111.24587975826192,0.5357784270858823,349.74458401674525,0.7647018418933379,0.31807749095247073,0,0,0,0.5279909358946783,0.5279909358946783,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-04 18:00:00,2019-12-05 00:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_dhw_upper_storage_temperature|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4185006723253846,122.55647841392029,0.5357784270858823,349.74458401674525,0.7811077325409022,0.3504170872537442,0,0,0,0.5528416905387084,0.5528416905387084,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-05 06:00:00,2019-12-05 12:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_dhw_supply_temperature|s_dhw_upper_storage_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4216552774111586,229.43699102274326,0.5357784270858823,349.74458401674525,0.7869956237405012,0.6560129920746911,0,0,0,0.7175748289576218,0.7175748289576218,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-05 12:00:00,2019-12-05 18:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|p_net_meter_heat_power|p_net_meter_volume,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.3992575775186989,89.50780956343304,0.5357784270858823,349.74458401674525,0.7451915891617266,0.25592336137261684,0,0,0,0.4858794284334984,0.4858794284334984,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 00:00:00,2019-12-06 06:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4163547490651004,286.5950411954929,0.5357784270858823,349.74458401674525,0.7771024886717977,0.8194409700473623,0,0,0,0.7995418838008469,0.7995418838008469,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 06:00:00,2019-12-06 12:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_dhw_lower_storage_temperature|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4058384553345463,115.06634902613467,0.5357784270858823,349.74458401674525,0.7574744237873031,0.32900108903652237,0,0,0,0.5303835563693893,0.5303835563693893,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 12:00:00,2019-12-06 18:00:00,,p_net_meter_flow|p_net_meter_energy|p_net_meter_heat_power|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4126149868681759,122.68616179738834,0.5357784270858823,349.74458401674525,0.77012243496328,0.3507878817975186,0,0,0,0.5478751217854264,0.5478751217854264,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-06 18:00:00,2019-12-07 00:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|s_dhw_upper_storage_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.40468147834420803,96.62178642206058,0.5357784270858823,349.74458401674525,0.7553149919553216,0.2762638532164789,0,0,0,0.5014178884237349,0.5014178884237349,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 00:00:00,2019-12-07 06:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|s_hc1_supply_temperature|p_net_meter_heat_power,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4188450735908816,143.9577661006648,0.5357784270858823,349.74458401674525,0.7817505379397126,0.411608278382296,0,0,0,0.5855751403742818,0.5855751403742818,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 06:00:00,2019-12-07 12:00:00,,p_net_meter_flow|p_net_meter_energy|s_dhw_lower_storage_temperature|s_hc1_supply_temperature|s_hc1_supply_temperature_setpoint,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.41599234980989597,103.5747775861985,0.5357784270858823,349.74458401674525,0.7764260910475492,0.2961440500283472,0,0,0,0.5218766093073721,0.5218766093073721,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 12:00:00,2019-12-07 18:00:00,,p_net_meter_energy|p_net_meter_flow|p_net_meter_heat_power|s_hc1_supply_temperature_setpoint|s_hc1_supply_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.4068099540256202,104.98780583623542,0.5357784270858823,349.74458401674525,0.7592876709095472,0.3001842219555536,0,0,0,0.5159628429639306,0.5159628429639306,0,0,0,0
manufacturer 1,1,substation_1.csv,2019-12-07 18:00:00,2019-12-08 00:00:00,,p_net_meter_energy|p_net_meter_flow|s_dhw_lower_storage_temperature|p_net_meter_heat_power|s_dhw_upper_storage_temperature,winter,normal,,,,True,False,0,0,normal_context,True,SH + DHW,manufacturer 1|SH + DHW|winter,,,,,,,,,,,,validation,holdout,validation,False,0,,0.41766936181104003,90.44592922273874,0.5357784270858823,349.74458401674525,0.7795561386873271,0.25860566069096963,0,0,0,0.5034523853492576,0.5034523853492576,0,0,0,0
